serial,brandname,location,batch group FAMILY,active,stockc,boat name,batch,planned ETA,date type,standard paint,paint,colour descr,paint_type,CoilSeats,MPRouter,cprouterplate,MpKeel,mppresstanks,mppresstransom,mppresspunt,metalprepcoilone,metalprepcoiltwo,rotomolder,metalprepguillopress,metalprepgunnels,metalprepext.misc,metalpreppressone,metalpreppresstwo,metalprepbulkparts,Router1,Router2,metalpreppreweld,metalprepseats,metalprepkeelweld,metalpreptransompart,stretchbottomsides,trimbottomside,stretchtopsides,trimstretchtopsides,weldpartsassembly,WeldPartsD,WeldPartsEHTroof,weldpartsb,weldpartsbowriderplateWPbunks,weldpartsc,weldpartscabin,Weldcabintopfit,weldpartsmiscparts,weldpartstank,transomassembly,hullstack,hullsweld,hullstig,WELD1,WELD1assist,WELD2,WELD3,WELD4,WeldQCsmall,RivetSeats,Linish,prepaintclean,StripeFab,CleanCabin,QC1small=cleanlarge=weld,ReworkfromRack,ReworkMovetoPackage,PrintWrap,carpentermarking,carpenterwood,carpentercarpet,MoveBoat2,PaintWash,paintprep,PaintEtch,paintcoating,PaintTwoTone,PaintRepair,RotoFit,UnwrapPlate,QC2PaintQCrotofit,LaminateWrap,StoreKitDF1F2notfortimes,WindscreensSection1of2,CanopyBendBows,CanopyCutBows,CanopyExtras,CanopySew,ApplyWrap,FitOutdashes,HtopAssbly,FitOut1,FitOut2,StoreKitF3F4notfortimes,FitOut3,FitOut4,FitOut5,stripes,QC3,TrailerFitUnderBoatHoist,CanopyFit,rigoutboard,unboxfitmotor,OutboardPD,OutboardRunforPD,PackagingpreQC4,QC4FinalCheck,transportcheckmoveboat,ShrinkWrap
355534,Quintrex,Plate Boat,X02,Y,BM610TI,Quintrex 610 Trident,X221102,1/12/2022,ETA,YES,CHAR,Stealth Grey Two Tone Full Sides,TWOTONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.5,0.4,4,6.5,19.5,0,0,0,6.5,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.3,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
358102,Quintrex,Plate Boat,X02,Y,BM610TI,Quintrex 610 Trident,X221102,1/12/2022,ETA,YES,LBLUEFS,Light Blue Two Tone Full Sides,TWOTONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.5,0.4,4,6.5,19.5,0,0,0,6.5,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.3,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
364666,Quintrex,Plate Boat,X02,Y,BM610TI,Quintrex 610 Trident,X221004,23/11/2022,ETA,YES,CHAR,Stealth Grey Two Tone Full Sides,TWOTONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.5,0.4,4,6.5,19.5,0,0,0,6.5,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.3,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
366613,Quintrex,Plate Boat,X02,Y,BM610TI,Quintrex 610 Trident,X230301,9/03/2023,ETA,YES,BLACKFS,Black Two Tone Full Sides,TWOTONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.5,0.4,4,6.5,19.5,0,0,0,6.5,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.3,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
360954,Quintrex,Plate Boat,X02,Y,BM610TI,Quintrex 610 Trident,X230201,13/02/2023,ETA,YES,REDFS,Red Two Tone Full Sides,TWOTONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.5,0.4,4,6.5,19.5,0,0,0,6.5,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.3,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
365515,Quintrex,Plate Boat,X02,Y,BM610TI,Quintrex 610 Trident,X230203,21/02/2023,ETA,YES,TWHITE,Telwater White,ONETONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.5,0.4,4,6.5,19.5,0,0,0,6.5,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.3,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
366062,Quintrex,Plate Boat,X02,Y,BM610TI,Quintrex 610 Trident,X230204,2/03/2023,ETA,YES,PTTG,Trident Grey (not to appear on Gateway),TWOTONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.5,0.4,4,6.5,19.5,0,0,0,6.5,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.3,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
364359,Quintrex,Plate Boat,X02,Y,BM610TI,Quintrex 610 Trident,X221203,13/01/2023,ETA,YES,TWHITE,Telwater White,ONETONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.5,0.4,4,6.5,19.5,0,0,0,6.5,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.3,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
372620,Quintrex,Plate Boat,X02,Y,BM610TI,Quintrex 610 Trident,X230402,14/04/2023,ETA,YES,TWHITE,Telwater White,ONETONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.5,0.4,4,6.5,19.5,0,0,0,6.5,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.3,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
368286,Quintrex,Plate Boat,X02,Y,BM610TI,Quintrex 610 Trident,X230304,30/03/2023,ETA,YES,BLACKFS,Black Two Tone Full Sides,TWOTONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.5,0.4,4,6.5,19.5,0,0,0,6.5,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.3,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
352777,Quintrex,Plate Boat,X02,Y,BM610TI,Quintrex 610 Trident,X230502,12/05/2023,ETA,YES,CLOUDFS,Cloud Grey Two Tone  Full Sides,TWOTONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.5,0.4,4,6.5,19.5,0,0,0,6.5,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.3,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
366974,Quintrex,Plate Boat,X02,Y,BM610TI,Quintrex 610 Trident,XCONFIRMED,1/07/2023,FCAST,YES,CHAR,Stealth Grey Two Tone Full Sides,TWOTONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.5,0.4,4,6.5,19.5,0,0,0,6.5,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.3,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
372259,Quintrex,Plate Boat,X02,Y,BM610TI,Quintrex 610 Trident,X230503,16/05/2023,ETA,YES,BLACKFS,Black Two Tone Full Sides,TWOTONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.5,0.4,4,6.5,19.5,0,0,0,6.5,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.3,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
370331,Quintrex,Plate Boat,X02,Y,BM610TI,Quintrex 610 Trident,X230505,1/06/2023,ETA,YES,PTTG,Trident Grey (not to appear on Gateway),TWOTONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.5,0.4,4,6.5,19.5,0,0,0,6.5,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.3,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
369136,Quintrex,Plate Boat,X02,Y,BM610TI,Quintrex 610 Trident,XCONFIRMED,10/05/2023,FCAST,YES,BLACKFS,Black Two Tone Full Sides,TWOTONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.5,0.4,4,6.5,19.5,0,0,0,6.5,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.3,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
367813,Quintrex,Plate Boat,X02,Y,BM610TI,Quintrex 610 Trident,X230303,24/03/2023,ETA,YES,BLACKFS,Black Two Tone Full Sides,TWOTONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.5,0.4,4,6.5,19.5,0,0,0,6.5,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.3,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
352776,Quintrex,Plate Boat,X02,Y,BM610TI,Quintrex 610 Trident,XCONFIRMED,12/06/2023,FCAST,YES,TWHITE,Telwater White,ONETONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.5,0.4,4,6.5,19.5,0,0,0,6.5,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.3,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
366219,Quintrex,Plate Boat,X02,Y,BM610TI,Quintrex 610 Trident,XCONFIRMED,1/07/2023,FCAST,YES,BLACKFS,Black Two Tone Full Sides,TWOTONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.5,0.4,4,6.5,19.5,0,0,0,6.5,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.3,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
367846,Quintrex,Plate Boat,X02,Y,BM610TI,Quintrex 610 Trident,XCONFIRMED,1/06/2023,FCAST,YES,TWHITE,Telwater White,ONETONE,0,0.86,6,0.36,0,0,0,0.6,0,1.86,3.5,0.2,3,1,1,1,0,0,2,0,0,0,1.4,0.7,0.9,0.7,2.09,0,0,0,3,1.75,4.07,0,2.01,1.43,2.4,4.44,3.55,0,4.5,0.4,4,6.5,19.5,0,0,0,6.5,0.43,1,0,0,0,0,0,2.36,1.38,0,0,7.59,0.65,1.3,0,0.43,1.3,0.33,0,0,0,1.14,0,0,0,0,0,0,0,4.81,5.16,0,3.49,5.23,0,0.58,0,0,0,0,0.21,0,0,0.8,0,0,0
366537,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,XCONFIRMED,2/10/2023,FCAST,YES,TWHITE,Telwater White,ONETONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
370410,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,XCONFIRMED,1/09/2023,FCAST,YES,TWHITE,Telwater White,ONETONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
371752,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,XCONFIRMED,1/10/2023,FCAST,YES,TWHITE,Telwater White,ONETONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
367263,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,XCONFIRMED,9/10/2023,FCAST,YES,TWHITE,Telwater White,ONETONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
371746,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,XCONFIRMED,1/09/2023,FCAST,YES,BLUEFS,Blue Two Tone Full Sides,TWOTONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
367261,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,XCONFIRMED,11/09/2023,FCAST,YES,TWHITE,Telwater White,ONETONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
372138,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,XCONFIRMED,1/08/2023,FCAST,YES,TWHITE,Telwater White,ONETONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
367264,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,XCONFIRMED,6/11/2023,FCAST,YES,TWHITE,Telwater White,ONETONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
367262,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,XCONFIRMED,11/09/2023,FCAST,YES,TWHITE,Telwater White,ONETONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
371278,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,XCONFIRMED,4/09/2023,FCAST,YES,TWHITE,Telwater White,ONETONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
371757,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,XCONFIRMED,1/11/2023,FCAST,YES,BLACKFS,Black Two Tone Full Sides,TWOTONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
371739,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,XCONFIRMED,1/08/2023,FCAST,YES,TWHITE,Telwater White,ONETONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
371745,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,XCONFIRMED,1/09/2023,FCAST,YES,CLOUDFS,Cloud Grey Two Tone  Full Sides,TWOTONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
371767,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,XCONFIRMED,1/01/2024,FCAST,YES,TWHITE,Telwater White,ONETONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
371239,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,XCONFIRMED,1/12/2023,FCAST,YES,TWHITE,Telwater White,ONETONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
372073,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,XCONFIRMED,1/12/2023,FCAST,YES,BLACKFS,Black Two Tone Full Sides,TWOTONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
367034,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,XCONFIRMED,1/01/2024,FCAST,YES,TWHITE,Telwater White,ONETONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
356867,Quintrex,Plate Boat,X04,Y,BM61TLI,Quintrex 610 Territory Legend,X221201,21/12/2022,ETA,YES,TWHITE,Telwater White,ONETONE,0,0.77,6,0.36,0,0,0,0.6,0,0.31,3.5,0.2,1,1,1,0,0,0,1,0,0,0,0,0.7,0,0.7,0,0,0,0,0,3.7,1,0,1.06,0.96,2.4,4.44,3.55,0,4.5,0.4,4,6,9.29,0,0,0,4.5,0.33,0,0,0,0,0,0,3.5,2.22,0,0,3.02,0.65,0.96,0,0.43,0,0.16,0,0,0,0,0,0,0,0,0,2.29,0,2.49,3.07,0,3.15,0,0,0.43,0,0,0,0,0.21,0,0,0.8,0,0,0
